adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,quarter,year
0001047469-20-001296,Assets,ifrs/2019,20181231,0,USD,ClassesOfAssets=ShortTermInvestmentsCanadianGovernment;LevelsOfFairValueHierarchy=Level1OfFairValueHierarchy;Measurement=RecurringFairValueMeasurement;,,198900000.0,,q1,2020
0000822416-20-000007,CostOfRevenue,us-gaap/2019,20181231,1,USD,ProductOrService=TotalHomebuilding;,,2319473000.0,,q1,2020
0001072627-20-000036,LimitedLiabilityCompanyLlcMembersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2018,20180630,0,USD,ErrorCorrectionsAndPriorPeriodAdjustmentsRestatementByRestatementPeriodAndAmount=AdjustmentsforErrorCorrection2;,,890000.0,,q1,2020
0000773840-20-000009,EarningsPerShareBasic,us-gaap/2019,20181231,1,USD,,,2.34,,q1,2020
0001445866-20-000147,EarningsPerShareBasicAndDiluted,us-gaap/2019,20181231,1,USD,,,0.0,,q1,2020
0001710366-20-000006,AccountsReceivableNetCurrent,us-gaap/2019,20181231,0,USD,ConsolidatedEntities=ParentCompany;ConsolidationItems=ReportableLegalEntities;,,0.0,,q1,2020
0001564590-20-011408,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,4,USD,BusinessSegments=PrintSystems;,,836000000.0,,q1,2020
0001468091-20-000011,EquityAttributableToOwnersOfParent,ifrs/2019,20181231,0,USD,SignificantInvestmentsInSubsidiaries=LlcSkyMobile;,,45000000.0,,q1,2020
0001292814-20-000888,EquityAndLiabilities,ifrs/2019,20191231,0,BRL,SegmentConsolidationItems=EliminationOfIntersegmentAmounts;Segments=SouthLatinAmericaSegment;,,,,q1,2020
0001193125-20-077067,IncomeArisingFromInsuranceContracts,ifrs/2019,20181231,4,EUR,TypesOfInsuranceContracts=GeneralInsuranceContracts;,,367000000.0,,q1,2020
0000066756-20-000016,RegulatoryLiabilityNoncurrent,us-gaap/2019,20181231,0,USD,RegulatoryLiability=ConservationImprovementProgram;,,1500000.0,"The conservation improvement program regulatory liability represents CIP expenditures, any financial incentive earned for cost-effective program achievements and a carrying charge deferred for future refund over the next year following MPUC approval.",q1,2020
0001564590-20-003773,InventoryNet,us-gaap/2019,20181231,0,USD,,,10864000.0,,q1,2020
0001193125-20-088937,IncreasesDecreasesInDeferredRentAndLeaseIncentiveLiability,0001193125-20-088937,20190131,4,USD,,,24929000.0,,q1,2020
0001193125-20-072607,IncreaseDecreaseInTimeDeposits,us-gaap/2019,20171231,4,USD,,,147002000.0,,q1,2020
0000310522-20-000121,InterestIncomeFederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,us-gaap/2019,20190630,1,USD,,,257000000.0,,q1,2020
0001564590-20-004667,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2019,20171231,4,USD,,,-318338000.0,,q1,2020
0001558370-20-001895,IncomeLossFromContinuingOperationsPerBasicShare,us-gaap/2019,20180331,1,USD,,,-0.48,,q1,2020
0000025232-20-000004,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2019,20181231,4,USD,,,6049000.0,,q1,2020
0001558370-20-003143,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2019,20171231,4,USD,,,1693000.0,,q1,2020
0000067215-20-000012,GainsLossesOnExtinguishmentOfDebt,us-gaap/2018,20200131,4,USD,,,-76000.0,,q1,2020
0000842180-20-000006,FeeAndCommissionIncome,ifrs/2019,20191231,4,EUR,,,7522000000.0,,q1,2020
0000700565-20-000003,GainLossOnDispositionOfAssets,us-gaap/2018,20191231,4,USD,,,1504000.0,,q1,2020
0001047469-20-001809,GeneralAndAdministrativeExpense,us-gaap/2019,20181231,4,USD,,,19269000.0,,q1,2020
0001363829-20-000039,OtherLiabilities,us-gaap/2019,20180430,0,USD,BusinessAcquisition=KaylaReHoldingsLtd;NonrecurringAdjustment=FairValueAdjustments;,,0.0,,q1,2020
0001564590-20-005593,IncomeTaxesPaid,us-gaap/2019,20171231,4,USD,ConsolidatedEntities=LamarMediaCorporationAndSubsidiaries;,,12640000.0,,q1,2020
0001628280-20-002318,PreferredStockDividendRatePercentage,us-gaap/2019,20181231,4,pure,EquityComponents=PreferredStock;LegalEntity=ESHHospitalityInc.;,,0.125,,q1,2020
0000931336-20-000006,EarningsPerShareBasic,us-gaap/2019,20190331,1,USD,,,-0.67,,q1,2020
0001564590-20-004233,EarningsPerShareBasicAndDiluted,us-gaap/2019,20191231,2,USD,,,-0.87,,q1,2020
0001558370-20-001994,CurrentAccruedExpensesAndOtherCurrentLiabilities,ifrs/2019,20181231,0,USD,,,7057000.0,,q1,2020
0001564590-20-012223,DeferredTaxLiabilitiesNoncurrent,us-gaap/2019,20190131,0,USD,,,58670000.0,,q1,2020
0001136893-20-000032,DeferredIncomeTaxExpenseBenefit,us-gaap/2019,20181231,4,USD,,,-116000000.0,,q1,2020
0000039263-20-000010,PreferredStockDividendsAndOtherAdjustments,us-gaap/2019,20171231,4,USD,BusinessSegments=Banking;,,0.0,,q1,2020
0001592386-20-000003,FiniteLivedIntangibleAssetsNet,us-gaap/2019,20181231,0,USD,FiniteLivedIntangibleAssetsByMajorClass=OffMarketFavorableLease;,,4671000.0,,q1,2020
0001685040-20-000007,RetainedEarningsAccumulatedDeficit,us-gaap/2019,20181231,0,USD,ConsolidatedEntities=ParentCompany;,,1346000000.0,,q1,2020
0000866609-20-000017,AccruedRoyaltiesCurrent,us-gaap/2019,20181231,0,USD,ConsolidatedEntities=NonGuarantorSubsidiaries;ConsolidationItems=ReportableLegalEntities;,,216000.0,,q1,2020
0001581068-20-000008,EarningsPerShareBasic,us-gaap/2019,20181231,4,USD,ConsolidatedEntities=Subsidiaries;,,1.21,,q1,2020
0000021175-20-000017,DeferredPolicyAcquisitionCosts,us-gaap/2019,20191231,0,USD,BusinessSegments=LifeAndGroupNonCore;ConsolidationItems=OperatingSegments;,,0.0,,q1,2020
0001090061-20-000007,CommonStockValue,us-gaap/2018,20181130,0,USD,,,4800000.0,,q1,2020
0001293971-20-000007,CommonStockSharesOutstanding,us-gaap/2019,20191231,0,shares,,,55368000.0,,q1,2020
0001137774-20-000065,DebtCurrent,us-gaap/2019,20191231,0,USD,,,1933000000.0,,q1,2020
0001062993-20-001257,IncreaseDecreaseThroughExerciseOfOptions,ifrs/2018,20191231,4,USD,ComponentsOfEquity=AdditionalPaidinCapital;,,-7000.0,,q1,2020
0001193125-20-047343,Deposits,0001193125-20-047343,20200131,0,CAD,Measurement=AtFairValue;,,766067000000.0,,q1,2020
0001047469-20-001296,NetEarnedPremium,ifrs/2019,20181231,4,USD,GeographicalAreas=AustraliaAfricaEuropeAndSouthAmerica;SegmentConsolidationItems=ReportableSegments;Segments=RunoffReportableSegment;,,398300000.0,,q1,2020
0001437749-20-004600,InterestPayableCurrentAndNoncurrent,us-gaap/2019,20191231,0,USD,DebtInstrument=Debentures;,,16000.0,,q1,2020
0001712184-20-000027,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20171231,4,USD,BusinessSegments=VTR.comSpAVTR;ConsolidationItems=OperatingSegments;ProductOrService=CableSubscription;,,841300000.0,,q1,2020
0000915913-20-000040,Goodwill,us-gaap/2019,20171231,0,USD,BusinessSegments=BromineSpecialties;ConsolidationItems=OperatingSegments;,,20319000.0,,q1,2020
0001628280-20-002583,IntangibleAssetsOtherThanGoodwill,ifrs/2019,20191231,0,USD,IndividualAssetsOrCashgeneratingUnitsWithSignificantAmountOfGoodwillOrIntangibleAssetsWithIndefiniteUsefulLives=NorthAmericanRailOperation;,,1992000000.0,,q1,2020
0001390478-20-000007,DividendArisingFromWarrantModifications,0001390478-20-000007,20181231,4,USD,,,0.0,,q1,2020
0001292814-20-000888,DistributionCosts,ifrs/2019,20181231,4,BRL,RetrospectiveApplicationAndRetrospectiveRestatement=IncreaseDecreaseDueToChangesInAccountingPolicyRequiredByIFRSs;,,-129300000.0,,q1,2020
0001628280-20-002447,CostOfRevenue,us-gaap/2019,20190930,3,USD,ConsolidatedEntities=GuarantorSubsidiaries;ConsolidationItems=ReportableLegalEntities;,,149312000.0,,q1,2020
0001193125-20-087676,IntangibleAssetsOtherThanGoodwill,ifrs/2019,20181231,0,JPY,BusinessCombinations=LineTv;ClassesOfIntangibleAssetsOtherThanGoodwill=Licences;,,1064000000.0,,q1,2020
0001193125-20-086441,CashFlowsFromUsedInFinancingActivities,ifrs/2019,20171231,4,GBP,BorrowingsByName=RegisteredRAIAndLorillardBonds;ConsolidatedEntities=ParentGuarantor;ConsolidationItems=ReportableLegalEntities;,,10000000.0,,q1,2020
0001213900-20-007917,InvestmentOwnedAtFairValue,us-gaap/2019,20181231,0,USD,ConsolidatedEntities=SeriesOfFrontierFunds;InvestmentType=InvestmentInUnconsolidatedTradingCompanies;LegalEntity=FrontierWintonFund;,,4292075.0,,q1,2020
0001558370-20-001005,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2019,20181231,4,USD,BusinessSegments=AerospaceAndTechnologies;ConsolidationItems=OperatingSegments;,,130000000.0,,q1,2020
0001437749-20-003157,UtilitiesOperatingExpenseProductsAndServices,us-gaap/2019,20181231,4,USD,BusinessSegments=Plastics;ConsolidationItems=OperatingSegments;,,148881000.0,,q1,2020
0000026172-20-000009,EarningsPerShareBasic,us-gaap/2019,20180331,1,USD,EngineCampaignAxis=EngineCampaign;,,-0.87,,q1,2020
0001193125-20-047343,ProfitLossAttributableToOwnersOfParent,ifrs/2019,20190131,1,CAD,SegmentConsolidationItems=OperatingSegments;Segments=GlobalWealthManagement;,,273000000.0,,q1,2020
0001564590-20-008059,StockholdersEquity,us-gaap/2019,20181231,0,USD,ErrorCorrectionsAndPriorPeriodAdjustments=ErrorCorrectionsAndPriorPeriodAdjustmentsAsAdjustments;,,6904000.0,,q1,2020
0001564590-20-004630,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20181231,1,USD,Geographical=DE;,,13716000.0,,q1,2020
0001104659-20-030832,OtherComprehensiveIncomeLossChangeInFairValueOfInterestRateSwap,0001104659-20-030832,20181231,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,0.0,,q1,2020
0000764180-20-000018,OtherInventoryRawMaterialsNetofReserves,0000764180-20-000018,20191231,0,USD,ConsolidationItems=ConsolidationEliminations;,,0.0,,q1,2020
0001437749-20-003932,StockholdersEquity,us-gaap/2019,20181231,0,USD,EquityComponents=RetainedEarnings;,,62853000.0,,q1,2020
0001558370-20-001956,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,4,USD,Geographical=US;,,58052000.0,,q1,2020
0001104659-20-003927,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2019,20190930,4,USD,EquityComponents=RetainedEarnings;,,0.0,,q1,2020
0001558370-20-001238,StockIssuedDuringPeriodValueStockOptionsExercisedAndEmployeeStockPurchasePlan,0001558370-20-001238,20191231,4,USD,EquityComponents=CommonStock;,,7000.0,,q1,2020
0001564590-20-009500,AdjustmentsToAdditionalPaidInCapitalAndNonControllingInterestsSharebasedCompensationRequisiteServicePeriodRecognitionValue,0001564590-20-009500,20191231,4,USD,EquityComponents=NoncontrollingInterest;,,17689000.0,,q1,2020
0001104659-20-032764,StockIssuedDuringPeriodValueRestrictedStockAwardGross,us-gaap/2019,20191231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,q1,2020
0000048465-20-000008,StockIssuedDuringPeriodValueShareBasedCompensation,us-gaap/2019,20200131,1,USD,EquityComponents=AdditionalPaidInCapital;,,36310000.0,,q1,2020
0001437749-20-006578,CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,us-gaap/2019,20181231,0,USD,EquityComponents=TreasuryStock;,,,,q1,2020
0001555074-20-000013,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20171231,0,USD,EquityComponents=TreasuryStock;,,-272328000.0,,q1,2020
0001564590-20-007127,StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,us-gaap/2019,20191231,4,USD,EquityComponents=TreasuryStock;,,0.0,,q1,2020
0001178913-20-000672,ForeignCurrencyTransactionGainLossRealized,us-gaap/2019,20191231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-1285000.0,,q1,2020
0001174947-20-000445,StockholdersEquity,us-gaap/2019,20171231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-3195000.0,,q1,2020
0000092122-20-000017,UnbilledRevenuesCurrent,0000092122-20-000017,20181231,0,USD,LegalEntity=AlabamaPower;,AlabamaPower,150000000.0,,q1,2020
0000318154-20-000017,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20181231,4,USD,ProductOrService=Product;,,22533000000.0,,q1,2020
0001558370-20-002154,CostOfRevenue,us-gaap/2019,20190630,1,USD,BusinessSegments=IncomePropertiesSegment;,,1634720.0,,q1,2020
0001579877-20-000038,TransitandOtherRevenue,0001579877-20-000038,20171231,4,USD,ConsolidatedEntities=NonGuarantorSubsidiaries;,,12100000.0,,q1,2020
0001628280-20-002596,AvailableForSaleSecuritiesDebtSecurities,us-gaap/2019,20191231,0,USD,InvestmentType=FederalNationalMortgageAssociationCertificatesAndObligationsFNMA;,,405100000.0,,q1,2020
0001261654-20-000010,OperatingLeaseRightOfUseAsset,us-gaap/2018,20190930,0,USD,AdjustmentsForNewAccountingPronouncements=AccountingStandardsUpdate201602;,,148600000.0,,q1,2020
0001370368-20-000045,CarryingValueOfFederalFundsPurchasedSecuritiesSoldUnderAgreementsToRepurchaseAndDepositsReceivedForSecuritiesLoaned,us-gaap/2019,20181231,0,CHF,,,24623000000.0,,q1,2020
0001558370-20-001789,DepreciationDepletionAndAmortization,us-gaap/2019,20191231,4,USD,LegalEntity=QualitytechLp;,QualitytechLp,160528000.0,,q1,2020
0001104659-20-039814,Inventories,ifrs/2019,20181231,0,USD,ConsolidationItems=SubsidiaryIssuer;,,2600000.0,,q1,2020
0001498542-20-000025,StockIssuedDuringPeriodValueShareBasedCompensation,us-gaap/2019,20181231,4,USD,ClassOfStock=CommonClassD;EquityComponents=CommonStock;,,0.0,,q1,2020
0001481792-20-000005,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap/2019,20181231,0,USD,ConsolidatedEntities=ParentCompany;,,0.0,,q1,2020
0001498301-20-000030,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap/2018,20200131,0,USD,,,9500000.0,,q1,2020
0001412100-20-000008,AvailableForSaleDebtSecuritiesAmortizedCostBasis,us-gaap/2019,20191231,0,USD,,,1813426000.0,,q1,2020
0001564590-20-005266,RevenuesNetOfInterestExpense,us-gaap/2019,20191231,4,USD,BusinessSegments=AllOtherSegments;,,-7546000.0,,q1,2020
0001558370-20-001734,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2019,20171231,4,USD,EquityComponents=AdditionalPaidInCapital;,,26934000.0,,q1,2020
0001140361-20-006100,DividendsCommonStock,us-gaap/2019,20191231,4,USD,EquityComponents=AdditionalPaidInCapital;,,-13000.0,,q1,2020
0001193125-20-065176,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2019,20170228,4,shares,,,279700000.0,,q1,2020
0001161697-20-000047,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2019,20191130,3,shares,,,1855955342.0,,q1,2020
0001193125-20-072797,RepaymentsOfConvertibleDebt,us-gaap/2019,20181231,4,USD,,,200438000.0,,q1,2020
0001558370-20-001774,ServicingFeeNet,0001558370-20-001774,20181231,1,USD,,,105212000.0,,q1,2020
0001607062-20-000067,SetUpOfRou,0001607062-20-000067,20200131,2,USD,,,210698.0,,q1,2020
0001437749-20-004092,ShareBasedCompensation,us-gaap/2019,20191231,4,USD,,,7751000.0,,q1,2020
0000846901-20-000006,RetainedEarningsAccumulatedDeficit,us-gaap/2018,20181231,0,USD,,,116874000.0,,q1,2020
0000100885-20-000065,Revenues,us-gaap/2019,20190630,1,USD,,,5596000000.0,,q1,2020
0001564590-20-006372,OtherIncome,us-gaap/2019,20181231,4,USD,,,599000.0,,q1,2020
0001438533-20-000004,ProceedsFromStockOptionsExercised,us-gaap/2019,20191231,4,USD,,,1618000.0,,q1,2020
0001605484-20-000011,PropertyPlantAndEquipment,ifrs/2018,20181231,0,EUR,,,26307000000.0,,q1,2020
0001101215-20-000049,ProceedsFromSaleOfLoansHeldForSale,us-gaap/2019,20181231,4,USD,,,4928800000.0,,q1,2020
0001002517-20-000018,RepaymentsOfOtherLongTermDebt,us-gaap/2019,20181231,1,USD,,,696000.0,,q1,2020
0001353283-20-000008,ProceedsFromConvertibleDebt,us-gaap/2019,20200131,4,USD,,,0.0,,q1,2020
0001104659-20-033149,PreferredStockSharesIssued,us-gaap/2019,20191231,0,shares,,,0.0,,q1,2020
0000055135-20-000006,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,us-gaap/2019,20181231,4,USD,,,0.0,,q1,2020
0001514416-20-000027,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,us-gaap/2019,20181231,4,USD,,,0.0,,q1,2020
0000707549-20-000020,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,us-gaap/2019,20181231,1,USD,,,51000.0,,q1,2020
0000950103-20-006422,OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,ifrs/2019,20171231,4,TWD,,,161376000.0,,q1,2020
0000082166-20-000051,OperatingLeaseRightOfUseAsset,us-gaap/2019,20200131,0,USD,,,4275000.0,,q1,2020
0001360901-20-000006,NetCashProvidedByUsedInOperatingActivities,us-gaap/2019,20191231,4,USD,,,504697000.0,,q1,2020
0001485003-20-000038,NetCashProvidedByUsedInOperatingActivities,us-gaap/2019,20181231,4,USD,,,-22829000.0,,q1,2020
0000895456-20-000010,OperatingIncomeLoss,us-gaap/2018,20191231,4,USD,,,22085000.0,,q1,2020
0001628280-20-000015,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2018,20181130,1,USD,Geographical=AllOtherCountries;,,1200000.0,,q1,2020
0001569994-20-000010,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,us-gaap/2019,20171231,4,USD,EquityComponents=DeferredCompensationShareBasedPayments;,,0.0,,q1,2020
0001140361-20-002997,Goodwill,us-gaap/2019,20191231,0,USD,Geographical=KR;,,29261000.0,,q1,2020
0000936395-20-000011,Revenues,us-gaap/2019,20190131,1,USD,Geographical=EMEA;,,129190000.0,,q1,2020
0001671013-20-000008,OperatingIncomeLoss,us-gaap/2018,20191231,4,USD,ConsolidationItems=ConsolidationEliminations;,,300000.0,,q1,2020
0001493152-20-004285,StockIssuedDuringPeriodValueIssuedForServices,us-gaap/2019,20180331,1,USD,EquityComponents=NoncontrollingInterest;,,,,q1,2020
0001493152-20-001484,NetIncomeLoss,us-gaap/2019,20171231,4,USD,EquityComponents=RetainedEarnings;,,288983.0,,q1,2020
0001564590-20-010503,StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures,us-gaap/2019,20191231,4,shares,EquityComponents=CommonStock;,,663.0,,q1,2020
0001213900-20-003098,ProfitLoss,us-gaap/2019,20181231,1,USD,EquityComponents=CommonStock;,,,,q1,2020
0001580695-20-000034,SharesOutstanding,us-gaap/2019,20180228,0,shares,EquityComponents=CommonStock;,,8001266.0,,q1,2020
0001552033-20-000014,AmortizationOfFinancingCostsAndDiscounts,us-gaap/2019,20181231,4,USD,,,4800000.0,,q1,2020
0001683168-20-000836,AvailableForSaleSecuritiesDebtSecuritiesCurrent,us-gaap/2019,20191231,0,USD,,,93843000.0,,q1,2020
0001654954-20-003518,CommonStockValue,us-gaap/2019,20191231,0,USD,,,704043.0,,q1,2020
0001171843-20-000856,CashInflowOutflowForDebtIssuanceCosts,0001171843-20-000856,20181231,1,CAD,,,-3575000.0,,q1,2020
0001307748-20-000020,DevelopmentInProcess,us-gaap/2019,20191231,0,USD,,,4052000.0,,q1,2020
0001574540-20-000015,PartnersCapitalAccountPreferredDistributions,0001574540-20-000015,20171231,4,USD,LegalEntity=PhysiciansRealtyLP;,PhysiciansRealtyLP,731000.0,,q1,2020
0001213900-20-005801,DepreciationDepletionAndAmortization,us-gaap/2019,20171231,4,USD,BusinessSegments=CapitalMarketsReportableSegment;,,3794000.0,,q1,2020
0001193125-20-067890,Revenue,ifrs/2019,20191231,4,TWD,MajorCustomers=CustomerB;,,13142000.0,,q1,2020
0001193805-20-000256,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2019,20181231,4,USD,IncomeStatementLocation=CorporateAndOther;ProductOrService=Corporate;,,-11286000.0,,q1,2020
0000930413-20-000859,Revenue,ifrs/2019,20191231,4,GBP,Scenario=UnderlyingBasis;Segments=Z5200toZ5999;,,10773000000.0,,q1,2020
0001397702-20-000007,ConversionOfStockAmountConverted1,us-gaap/2018,20191231,4,USD,,,144140000.0,,q1,2020
0001121484-20-000042,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2019,20191231,4,USD,,,-10823000.0,,q1,2020
0001359841-20-000027,GrossProfit,us-gaap/2019,20181231,1,USD,Restatement=RestatementAdjustment;,,-818000.0,,q1,2020
0001070680-20-000009,ComprehensiveIncomeNetOfTax,us-gaap/2019,20181231,4,USD,ConsolidatedEntities=ParentCompany;,,4247000.0,,q1,2020
0001477932-20-000888,AccruedLiabilitiesCurrent,us-gaap/2019,20181231,0,USD,,,421000.0,,q1,2020
0000700564-20-000014,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2019,20191231,4,USD,,,7413000.0,,q1,2020
0001564590-20-013513,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2019,20180131,4,USD,,,56861000.0,,q1,2020
0001552781-20-000168,AmortizationOfMortgageServicingRightsMSRs,us-gaap/2019,20181231,4,USD,,,4206000.0,,q1,2020
0001393905-20-000023,Assets,us-gaap/2019,20190630,0,USD,,,67108.0,,q1,2020
0001771515-20-000005,Assets,us-gaap/2019,20181231,0,USD,,,1376862000.0,,q1,2020
0001437749-20-004708,ComprehensiveIncomeNetOfTax,us-gaap/2019,20181231,4,USD,,,-8287000.0,,q1,2020
0000310826-20-000016,ReturnOfCapital,0000310826-20-000016,20171231,4,USD,EquityComponents=AdditionalPaidInCapital;,,43911000.0,,q1,2020
0001640334-20-000136,StockholdersEquity,us-gaap/2018,20190930,0,USD,EquityComponents=AdditionalPaidInCapital;,,20488778.0,,q1,2020
0001213900-20-007998,StockholdersEquity,us-gaap/2019,20171231,0,USD,EquityComponents=AdditionalPaidInCapital;,,2638311.0,,q1,2020
0001437749-20-006294,StockIssuedDuringPeriodSharesStockOptionsExercised,us-gaap/2019,20181231,4,shares,,,451000.0,,q1,2020
0001261654-20-000010,TreasuryStockValue,us-gaap/2018,20191231,0,USD,,,97388000.0,,q1,2020
0001193125-20-047353,RealEstateInvestmentPropertyAtCost,us-gaap/2019,20191231,0,USD,RealEstateAndAccumulatedDepreciationDescriptionOfProperty=RyansConroeTX;,,1635000.0,,q1,2020
0001144980-20-000059,CommonStockValue,us-gaap/2019,20191231,0,USD,,,400000.0,,q1,2020
0001140361-20-002341,DepreciationDepletionAndAmortization,us-gaap/2019,20181231,3,USD,,,57600000.0,,q1,2020
0001326160-20-000034,AccountsPayableCurrent,us-gaap/2019,20191231,0,USD,LegalEntity=PiedmontNaturalGas;,PiedmontNaturalGas,215000000.0,,q1,2020
0001287808-20-000014,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20191231,4,USD,ContractWithCustomerBasisOfPricing=FixedPriceContract;Geographical=Africa;,,1492000.0,,q1,2020
0001062993-20-001207,ProfessionalFeesExpense,ifrs/2018,20191031,4,USD,ComponentsOfProfessionalFees=SalariesAndBenefits;,,230782.0,,q1,2020
0001637757-20-000003,IncomeLossFromEquityMethodInvestments,us-gaap/2019,20181231,4,USD,BusinessSegments=Renewables;ConsolidationItems=OperatingSegments;,,63000000.0,,q1,2020
0001193125-20-071771,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20181231,4,USD,BusinessSegments=DigitalMedia;ProductOrService=DigitalAdvertising;,,22351000.0,,q1,2020
0000026172-20-000009,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,us-gaap/2019,20191231,0,USD,BusinessSegments=TotalSegment;,,1237000000.0,,q1,2020
0001104659-20-038834,CommonStockParOrStatedValuePerShare,us-gaap/2018,20191231,0,USD,ClassOfStock=CommonClassB;,,0.0001,,q1,2020
0001379041-20-000030,AvailableForSaleSecuritiesDebtSecurities,us-gaap/2019,20191231,0,USD,FinancialInstrument=AssetBackedSecurities;,,61200000.0,,q1,2020
0001486159-20-000018,OtherAssetsCurrent,us-gaap/2019,20191231,0,USD,ConsolidationItems=ConsolidationEliminations;,,0.0,,q1,2020
0001640334-20-000303,TemporaryEquityForeignCurrencyTranslationAdjustments,us-gaap/2019,20191231,1,USD,EquityComponents=RetainedEarnings;,,,,q1,2020
0001166388-20-000014,TreasuryStockValueAcquiredCostMethod,us-gaap/2019,20200131,4,USD,EquityComponents=NoncontrollingInterest;,,0.0,,q1,2020
0001060349-20-000004,ProfitLoss,us-gaap/2019,20180331,1,USD,EquityComponents=CommonStock;,,0.0,,q1,2020
0001640334-20-000443,SharesIssued,us-gaap/2019,20191231,0,shares,EquityComponents=CommonStock;,,155798.0,,q1,2020
0001445866-20-000286,StockholdersEquity,us-gaap/2019,20171231,0,USD,EquityComponents=CommonStock;,,37025.0,,q1,2020
0001520138-20-000034,StockIssuedDuringPeriodValueIssuedForServices,us-gaap/2019,20190531,1,USD,EquityComponents=CommonStock;,,10.0,,q1,2020
0001140361-20-002341,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap/2019,20190630,1,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,q1,2020
0001558370-20-002335,StockholdersEquity,us-gaap/2019,20161231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,29482000.0,,q1,2020
0001104659-20-031921,DirectorEquityIncentivePlan,0001104659-20-031921,20191231,4,USD,EquityComponents=CommonStock;,,0.0,,q1,2020
0001558370-20-001786,Assets,us-gaap/2019,20191231,0,USD,ConsolidationItems=OperatingSegments;,,25805000000.0,,q1,2020
0000029332-20-000012,ProfitLoss,us-gaap/2019,20171231,4,USD,EquityComponents=AdditionalPaidInCapital;,,0.0,,q1,2020
0001437749-20-003905,AdditionalPaidInCapital,us-gaap/2019,20181231,0,USD,,,24287000.0,,q1,2020
0001564590-20-012501,AdditionalPaidInCapitalCommonStock,us-gaap/2019,20191231,0,USD,,,192824000.0,,q1,2020
0000014195-20-000008,AccountsReceivableNetCurrent,us-gaap/2018,20191231,0,USD,,,219351000.0,,q1,2020
0001558370-20-001906,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,us-gaap/2019,20191231,4,USD,,,2530000.0,,q1,2020
0001564590-20-005582,PaymentsToAcquireRealEstateAndOtherAssets,0001564590-20-005582,20181231,4,USD,PartnerTypeOfPartnersCapitalAccount=LimitedPartner;,,129487000.0,,q1,2020
